name,surname,pesel,date_of_birth
Kaja,Nieszporek,23995654155,1989-03-07
Ada,Rejniak,39919854168,2003-12-23
Michał,Lejk,46778675620,2002-05-20
Błażej,Dudziec,71505143636,1995-06-08
Tymoteusz,Mirga,40881257671,1998-07-05
Aleks,Janoszka,95748268200,1990-12-21
Sebastian,Gul,21655061528,1982-09-26
Iwo,Budrewicz,96096444590,1976-05-03
Adrian,Szumna,67438241432,1973-06-15
Nikodem,Kiełbus,61975782921,1996-08-19
Sylwia,Dylong,32078374846,1998-12-02
Alex,Doroz,50763713341,1970-11-19
Wiktor,Szatanik,20136307126,1992-04-08
Damian,Pazdan,64103976151,1970-11-09
Józef,Linka,86411694309,1989-12-05
Bartek,Majnusz,21918918106,1981-04-08
Ignacy,Cieciura,20322252739,1989-11-16
Łukasz,Szarejko,72723482741,1999-09-08
Adam,Kurda,13632892975,1997-04-24
Olaf,Walo,64095379129,1989-07-20
Aleksander,Monkiewicz,26515306727,1993-04-04
Olga,Bareja,28495043021,1977-07-11
Sonia,Jodko,27915507718,1977-11-10
Kazimierz,Wawrzeńczyk,87982756019,1983-08-04
Mariusz,Sieg,26383002013,1970-03-09
Natan,Krochmal,56846024895,1984-12-01
Józef,Linda,76068735012,1970-01-27
Nikodem,Wierzchoń,56167952558,1979-07-27
Jędrzej,Lisak,61115535048,1981-02-13
Kornel,Baum,15288021364,2003-09-11
Stanisław,Futyma,75805424620,1980-08-27
Rozalia,Wywiał,32818717168,1972-04-03
Inga,Darłak,64652540604,1985-11-23
Kornel,Penkala,79493656425,1981-09-04
Arkadiusz,Zagożdżon,86491630593,1988-08-03
Ryszard,Kuba,70187683125,1978-11-29
Liwia,Dziurdzia,62815810042,2000-11-03
Olaf,Kostera,47470418658,1986-01-14
Alex,Korab,89527436658,1972-05-14
Mateusz,Drop,92137978810,1986-07-29
Kazimierz,Gryka,95692679887,1974-06-03
Julian,Cłapa,11045768464,1977-03-23
Anita,Fugiel,52403227326,1984-09-03
Dawid,Bernatek,16160398953,1992-08-19
Maks,Maszkiewicz,53608291757,1974-12-15
Antoni,Fogel,93985228707,1985-08-23
Blanka,Cich,67210407115,1995-10-01
Alan,Sady,90115845964,1970-01-12
Konrad,Kowalówka,87946189155,1970-06-28
Dominik,Jędruch,21281665796,1994-12-12
Maksymilian,Gierek,67355824427,1992-05-30
Dagmara,Sadoch,67608162118,1983-07-26
Kajetan,Kidawa,89630605401,1973-02-05
Szymon,Januchta,25582563754,1992-09-28
Kazimierz,Pawełkiewicz,97310034651,1997-07-15
Arkadiusz,Wielgat,89265849505,2002-01-08
Lidia,Fiutak,25973498697,1981-04-19
Stefan,Kurzak,29095058727,1981-01-27
Daniel,Wons,28484028229,1982-06-18
Jan,Miszta,68761844201,1974-11-25
Fabian,Ruszczak,10681504221,1999-10-10
Julianna,Maras,10412420377,1977-04-02
Cezary,Szybiak,10481033574,1973-08-23
Cezary,Śleziak,42771034086,1998-02-25
Dagmara,Kunda,35295022924,1993-04-10
Anna Maria,Bilik,32508867093,1997-05-15
Krystyna,Fabiszak,74811229694,2000-04-13
Maurycy,Szyc,70614516505,1994-02-01
Ignacy,Borkiewicz,39069368526,1978-05-31
Justyna,Ziegert,90210433394,1978-12-29
Łukasz,Krężołek,58090036731,1983-04-15
Antoni,Niewiara,71640743564,1976-08-21
Stefan,Saczuk,88403526043,1973-02-03
Bruno,Szymocha,51638234179,1977-05-23
Emil,Sadlik,24600016858,2002-08-23
Olga,Lesisz,85789597755,1984-09-27
Oliwier,Bełz,42985742795,1983-10-17
Krystian,Potęga,68393551243,1973-08-04
Leonard,Rut,37720164278,1972-09-11
Marika,Trojanek,52851700975,1999-02-05
Stefan,Zadka,99876251957,1972-08-13
Inga,Stoltmann,89562371625,1986-04-23
Krzysztof,Owsianka,43936612344,1984-04-13
Krystian,Aleksiejuk,94661789042,1988-02-21
Damian,Skrzecz,28173345113,1998-12-14
Norbert,Rejniak,30461267718,1976-10-08
Roksana,Smektała,30518578647,2003-02-02
Mikołaj,Stochaj,30739362252,1970-04-13
Krystyna,Hanc,80815696033,1974-03-07
Cyprian,Twardzik,95372174812,1995-02-10
Roksana,Łusiak,10787832513,1978-07-20
Franciszek,Zacharek,22651508892,2001-03-14
Kacper,Bryja,10072590666,1973-10-07
Maksymilian,Szeja,13626403266,2001-12-14
Mariusz,Siciarz,37395388636,1972-01-02
Nicole,Sztuba,35747184737,1988-06-07
Maksymilian,Maszota,56614400489,1982-10-04
Sebastian,Kandora,34978745825,1989-02-13
Roksana,Kapuścik,62294975902,1993-12-26
Julita,Dorobek,73053132108,1981-12-03
Anastazja,Machowiak,79037530727,1991-09-26
Józef,Ziajka,90872240059,1980-06-15
Jeremi,Kala,56235848326,1998-04-02
Klara,Szmajda,71965571730,1994-12-27
Ignacy,Sadza,48605208181,2002-06-08
Bruno,Choroś,58679449775,1974-06-03
Julianna,Ragan,14350858056,1977-01-17
Józef,Mieszała,24404994675,2001-12-13
Tymon,Protasiuk,43815009224,1970-10-10
Tymon,Antoszczyk,29148469068,1984-10-23
Damian,Żmija,33389988610,1981-10-28
Ida,Brząkała,21737315347,2001-12-30
Ksawery,Wiesiołek,49650372883,1997-07-02
Błażej,Gajzler,30527404063,1999-12-28
Sara,Prokopczuk,47657934171,1970-07-22
Krystian,Grzejszczak,49624355792,1971-02-26
Jerzy,Fijak,23939341666,1980-05-17
Krzysztof,Tolak,77835761523,1997-03-04
Bianka,Kosz,10347827951,2001-04-24
Juliusz,Wiciak,91461230653,1970-03-18
Stanisław,Szulim,39131319039,1983-03-02
Sara,Kupś,64731735932,2002-12-04
Sandra,Pudełek,69519537186,1984-12-29
Aniela,Doliwa,86054737067,1995-08-10
Miłosz,Stiller,78064868981,1975-03-03
Fryderyk,Syldatk,87160115105,1975-07-15
Ewelina,Fijak,42101041896,1980-10-19
Maciej,Kopciuch,59174461412,2002-10-06
Łukasz,Wojtach,40449009010,1980-04-19
Jerzy,Woda,38296036021,1971-01-15
Rafał,Dylik,64848239568,2000-07-18
Grzegorz,Opoka,73636293074,1975-04-22
Juliusz,Lepa,56848599780,1974-05-24
Artur,Mytych,84431866402,2000-04-12
Maks,Fąferek,76948739818,1971-03-28
Kornel,Pitura,10409135452,2002-09-13
Kaja,Sommerfeld,32010826874,1983-09-12
Fryderyk,Ścibior,26316983086,1983-03-31
Kaja,Pasiut,87407121861,1976-08-25
Mateusz,Szaruga,45845087764,1975-03-13
Robert,Trawka,47358004504,1998-09-06
Marika,Kilar,41572349328,1970-09-04
Marcelina,Pociask,96777333928,1988-02-17
Tomasz,Faryna,65120079353,1995-11-18
Mikołaj,Kołodziejak,40738123822,2002-12-05
Witold,Pyć,33671353443,1987-10-25
Janina,Fyda,93956914669,1999-04-14
Bruno,Płocharczyk,25378999287,2002-04-22
Jędrzej,Dudko,52718550308,1998-05-07
Blanka,Komsta,21048079558,1970-07-02
Monika,Świergiel,76216962216,1985-10-11
Łukasz,Wyrobek,48222116352,1978-10-28
Ida,Siedlaczek,84377871235,2001-08-30
Lidia,Brzeźniak,38095900828,1981-08-15
Kornelia,Dyda,39379953711,1998-06-06
Franciszek,Trzyna,51575033890,1997-07-23
Kajetan,Jarczyk,83208026685,1984-04-14
Angelika,Gawłowicz,10807201152,1984-09-24
Justyna,Leśna,59625310331,2000-04-23
Alex,Kleban,47791986598,1993-12-06
Hubert,Mila,81275425252,2003-12-19
Nela,Sajnóg,58081818468,1987-01-10
Lidia,Siewert,20404160851,2002-10-25
Gabriel,Pieczyrak,17224767013,1973-02-19
Aleksander,Dąbkiewicz,75576480181,1997-09-27
Olaf,Doruch,95159492828,2001-09-26
Malwina,Tytko,17906730950,1984-10-15
Natasza,Krenc,99557137261,1998-06-17
Jakub,Nitkiewicz,69312543848,1985-04-11
Stanisław,Chwedoruk,41151680316,1996-11-05
Wojciech,Gładka,37520731382,1994-11-10
Stanisław,Łukasiuk,29771196547,1986-08-27
Fabian,Śnieg,62709502470,2001-07-08
Gaja,Kurant,46024154250,1977-08-23
Antoni,Szczechowicz,68618761843,1989-07-13
Malwina,Wudarczyk,59434267794,1984-10-20
Dawid,Pazera,46725878325,1991-05-02
Justyna,Dyja,46195043548,1975-04-27
Iwo,Imiela,56914054389,2002-04-03
Sandra,Gonet,60721521257,1997-12-10
Antoni,Zapadka,66898479347,1988-08-01
Jerzy,Wudarczyk,80796373636,1996-03-15
Ada,Kopa,76800603012,1993-02-24
Filip,Kopyto,77361856344,1984-02-11
Kazimierz,Knysak,62037344349,1994-04-17
Inga,Koziarz,41308714287,1981-07-30
Urszula,Fidor,46821596071,1977-10-18
Kornel,Czupryna,45914231333,1993-10-05
Dawid,Księżak,46641959479,2001-12-16
Anastazja,Baka,33930733210,1986-09-04
Franciszek,Radke,51549776479,1990-02-04
Franciszek,Simon,69015314712,1990-02-17
Dawid,Broszkiewicz,26115253377,2000-07-02
Józef,Węgrzyk,39786711679,2000-06-12
Stanisław,Melcer,89705764976,1974-05-26
Franciszek,Grygorowicz,47786020247,1982-08-26
Antoni,Owsiany,41889954578,1978-10-01
Rozalia,Sapeta,23730143868,1994-11-19
Jerzy,Borysiewicz,12012277930,1994-01-14
Nicole,Ernst,31055748094,1984-09-04
Marcel,Kolman,24435958864,1999-09-08
Alex,Cierpka,30926891042,1992-02-22
Malwina,Osada,53002640834,1986-10-01
Kornel,Śliż,84590452895,1998-01-21
Nikodem,Kwinta,86761524895,1971-07-08
Aniela,Wawrzyk,78373466988,1977-02-21
Monika,Sochaj,89343197641,1970-05-06
Przemysław,Kubasiak,79229122861,2001-09-04
Tymoteusz,Kozon,39880576667,1976-08-01
Kalina,Adamaszek,82938367839,1975-08-04
Tymoteusz,Pawliczak,68851056304,2001-09-21
Adrian,Majtyka,41655835918,1979-09-22
Ida,Jaszcz,40320072608,1997-02-24
Konrad,Perlik,58308800253,1973-12-16
Tymon,Nalewajek,72824434118,1991-06-09
Mieszko,Gorzelańczyk,77096725922,1976-02-16
Karol,Kosowicz,85127393500,1997-09-24
Maurycy,Muzyk,56702033394,1988-03-30
Sandra,Megger,75522701847,1987-06-19
Leonard,Furga,94578312313,1996-06-22
Dariusz,Macek,68302852375,1977-05-12
Adam,Minta,30556751271,1970-09-20
Antoni,Gołota,10283807686,1986-04-06
Jacek,Rychert,51240078601,1978-09-01
Adrian,Mycek,79017748345,1992-10-05
Nela,Sałuda,83244918760,1975-01-02
Grzegorz,Henke,95882708197,1991-08-13
Tadeusz,Janowiak,17094043002,1988-07-06
Urszula,Fąferek,34648638753,1981-05-09
Leonard,Hrabia,10930659388,1973-04-17
Ida,Kutnik,74680686471,1978-12-13
Inga,Buksa,85790780860,1993-12-27
Kornelia,Fidura,90237543920,1984-09-20
Krystian,Czenczek,94622284903,1998-09-25
Cyprian,Skwira,15207164629,1973-07-23
Przemysław,Klos,82579872896,1974-04-26
Inga,Molka,73654713670,1987-02-15
Adrianna,Duchnik,11975776295,1987-06-27
Tymoteusz,Chaberek,34447135049,1993-07-25
Radosław,Romejko,52707763187,1977-06-05
Antoni,Rezler,84372084060,1977-11-30
Szymon,Słupik,42619155001,1970-02-24
Tymoteusz,Tabisz,89978144814,1989-01-20
Mateusz,Krochmal,25236897833,1990-04-21
Marianna,Krzywonos,46017696611,1997-10-04
Ewelina,Lemieszek,43461983390,1999-09-06
Tymoteusz,Żybura,42492162807,1982-09-16
Natasza,Niebudek,78978881698,1973-07-20
Ryszard,Soczówka,14003810702,1974-02-21
Krzysztof,Pyszka,72543611775,1980-10-12
Olaf,Bartman,47192894412,1998-11-24
Iwo,Moroń,23273213825,1992-01-29
Adrianna,Szmurło,19541104490,1994-11-19
Liwia,Jeżyna,82702195344,1995-03-31
Marek,Śliz,69745699592,1997-10-03
Fryderyk,Gmur,78580180835,1981-01-25
Tymon,Zdonek,80588050891,1993-10-16
Karina,Wons,94954777263,1990-11-11
Urszula,Florian,96141864119,1982-04-29
Ada,Koperek,51715899450,1995-01-15
Marianna,Mućko,70483069224,1975-04-05
Agnieszka,Citko,14595592063,1973-06-15
Dawid,Prawdzik,29456085226,1973-02-15
Dariusz,Faryna,78611117472,1994-06-06
Marika,Flasza,58431748656,1990-05-05
Melania,Korzonek,72864114409,2003-02-04
Ryszard,Lukas,86708081619,1979-04-14
Julita,Glonek,78849300975,1970-03-14
Justyna,Smutek,73383130887,1992-09-06
Adrianna,Kenig,81231165080,1991-02-16
Gabriel,Anioła,57840230274,1999-11-13
Dariusz,Leszczak,37433069553,1989-06-09
Maciej,Orzeszek,83664820182,1970-01-05
Daniel,Szela,20366488777,1997-05-13
Kacper,Kopyto,29624701749,1992-03-13
Mateusz,Piekart,83681087235,1978-06-13
Dominik,Grzelec,87542970392,2002-06-26
Daniel,Śmieszek,44384447891,1980-06-11
Marek,Solarczyk,79870005705,1997-01-28
Anastazja,Krysik,76682595740,1989-09-22
Robert,Bździuch,86025762363,2003-12-01
Gabriel,Ciepła,35327204493,1973-04-27
Arkadiusz,Cebulak,81891859352,1978-07-08
Łukasz,Rogal,76366359728,1991-07-01
Tadeusz,Zajko,19683679949,1993-12-21
Konrad,Ochwat,23903620266,1976-11-16
Sebastian,Kurtyka,37794530772,1980-02-21
Aleksander,Organiściak,96827450704,1984-03-22
Jan,Rajda,25630862740,1978-09-24
Stanisław,Terka,88960193462,1995-04-09
Oskar,Prokopczyk,10469443042,1986-06-08
Norbert,Dumin,15424803950,1994-01-20
Maksymilian,Kranc,96816351270,1996-03-23
Aurelia,Olbrych,90466855156,1986-03-25
Ida,Warzybok,47935057647,1974-10-15
Daniel,Pasierbek,42726770280,1999-03-18
Błażej,Block,90104617378,1979-11-07
Dorota,Skowyra,51980518633,1982-11-28
Kamila,Politowicz,10259705487,1999-02-09
Marcelina,Wojtasiewicz,59246767465,1972-07-14
Olgierd,Chorążewicz,23835109721,1993-07-13
Krystyna,Pyszka,58692132916,1996-05-01
Kornelia,Pieczarka,86042021553,1979-01-10
Aniela,Kuster,15506348921,1999-01-13
Kornel,Kowalak,20433691781,1970-03-12
Janina,Sochaj,40100805125,1975-11-25
Ryszard,Gubernat,15742915170,1996-06-22
Rozalia,Janiga,53164409035,1993-12-03
Grzegorz,Burdach,20168259376,1973-10-23
Sandra,Maciuszek,54870964465,1980-09-26
Julian,Szczap,79855032388,1971-07-31
Patryk,Marchlewicz,40085683599,1986-10-26
Stanisław,Augustynek,95163515950,1976-04-24
Ada,Stanaszek,41966517199,1973-04-29
Krystian,Pindral,13209373112,1976-10-05
Janina,Petryk,46591783392,1974-08-24
Ewelina,Block,74277540663,1991-11-27
Konstanty,Szmuc,32713524489,1981-05-25
Gustaw,Kusek,54538371169,1979-01-25
Marika,Gmur,56030384333,1983-07-29
Fryderyk,Dubel,84828504737,1997-04-21
Konstanty,Kosak,23356305633,1975-07-28
Olaf,Henke,96816784526,2000-05-10
Franciszek,Wojtalewicz,87972311877,1980-11-14
Tola,Wąsek,91247816548,1980-08-23
Karol,Łój,72078594205,1992-04-11
Liwia,Fit,54516773031,1986-08-18
Antoni,Duży,68065919334,1999-10-28
Aleks,Durlak,87151087615,1972-11-08
Dagmara,Duczmal,82731283476,1972-10-11
Olaf,Kinal,88553050954,1971-09-10
Dawid,Olewniczak,84605780247,1992-07-22
Tymon,Rodzeń,45712013841,1992-04-11
Lidia,Iwanow,34291185051,1979-05-22
Jerzy,Maćków,84926566388,1976-06-01
Norbert,Bielat,16349766684,1979-07-25
Mikołaj,Basaj,34275787727,1978-07-27
Michał,Tomalak,65869025645,1993-07-25
Rozalia,Wałaszek,69148288306,1984-04-30
Gaja,Cieplucha,57406865538,2000-08-07
Roksana,Sudnik,91770435565,1975-12-14
Ewa,Cheba,92842698950,1999-01-18
Kamila,Falba,16494243300,1993-12-07
Józef,Bodek,47186416609,2001-06-07
Tymon,Szkup,58794499534,1985-06-06
Maurycy,Ochota,10569845254,1971-10-22
Aleksander,Ficoń,45937382969,1970-08-25
Stanisław,Kołaczek,28527823496,1987-01-08
Gabriel,Kunc,76905043033,1979-06-10
Rozalia,Bronka,31322034385,2002-12-31
Monika,Musiała,57621633963,1988-05-22
Dariusz,Potaczek,82502633435,1976-01-27
Kornel,Waluk,17852228103,1999-10-31
Rozalia,Sztuczka,51542649183,1981-03-22
Dariusz,Truchel,76660835319,1984-06-14
Marcelina,Kaczmar,15651210660,1989-06-26
Piotr,Niklewicz,18343217138,1980-07-25
Emil,Pietrasiak,77090025362,1990-01-23
Mariusz,Piwowarek,51809758711,1987-12-03
Marika,Gwardiak,21136643603,2002-10-31
Janina,Jarema,71162267941,1981-12-04
Tola,Osman,56204986997,1996-08-15
Tola,Niemira,46364203831,1984-07-05
Krystian,Śleziak,64399215635,2000-06-02
Ksawery,Naumiuk,82865933117,1988-03-28
Sonia,Roszko,19277250474,1973-10-25
Kamila,Miozga,47437947259,2001-05-14
Gustaw,Surdel,19534293048,1981-07-14
Paweł,Oziębło,21309306281,1990-06-27
Fryderyk,Klyta,35898231591,1973-10-15
Julita,Bejm,67336949735,1997-11-30
Natasza,Greszta,18276894356,1972-07-10
Alex,Świergiel,69026366972,2002-09-21
Krystyna,Bilik,75478171425,1986-04-22
Tymon,Ofiara,48525545289,1986-03-29
Ignacy,Tadeusiak,48233490712,1999-03-15
Klara,Filak,24694911708,1975-11-15
Ada,Garbaciak,19505977548,1978-12-30
Franciszek,Filek,96274627219,1991-08-12
Marcin,Banachowicz,92164436052,1989-09-07
Ryszard,Kuśka,25237626942,1983-11-15
Ida,Walusiak,57224974874,2000-09-25
Łukasz,Żelazo,34032260195,1980-04-07
Tymoteusz,Giedrojć,15081797249,1972-02-16
Tobiasz,Kołodziejak,45842185278,1975-06-28
Janina,Kość,61045049696,1993-10-25
Leonard,Bok,26759763087,1970-11-09
Andrzej,Mila,23485424673,1993-12-08
Józef,Bek,94611230407,1998-08-08
Jacek,Hak,77557461947,1987-01-31
Natasza,Oleksiewicz,63889540706,1997-04-05
Artur,Solarek,54050943969,1993-10-21
Maksymilian,Grys,57348575225,1979-08-21
Leon,Szczepaniec,77083356639,1974-10-31
Igor,Nickel,96300515173,1989-06-09
Daniel,Such,43140111666,1994-03-18
Olgierd,Szkoła,66150522842,1981-07-31
Łukasz,Ulrych,89324500332,2002-04-15
Tobiasz,Siewiera,43260439998,1991-07-20
Marek,Gral,62168098405,1970-01-13
Bartek,Gadzała,31589292808,1974-02-11
Aniela,Prażuch,83274094498,1998-04-03
Łukasz,Łakota,77072533200,1975-11-03
Mateusz,Gwardiak,46820886153,1991-03-25
Radosław,Murach,62759909617,1993-11-06
Adam,Kiedrowicz,15314114145,1986-08-14
Maurycy,Skolik,48832403010,2000-07-05
Tobiasz,Maras,11758097753,1986-10-08
Urszula,Andryszczyk,86014476838,1997-04-04
Ignacy,Olko,12371396538,1977-01-10
Lidia,Kijas,88177909619,1996-03-22
Dorota,Juszczuk,28149969531,1994-05-24
Oliwier,Reich,34181861877,1992-01-29
Kaja,Czapiga,33230582683,1978-03-14
Anita,Prokopczyk,65785900745,1983-08-21
Ksawery,Maron,34051552517,2002-10-19
Dagmara,Dej,83899358027,1994-11-23
Stefan,Żybura,84413377529,1984-03-24
Aleks,Kwarciak,29331381003,1986-09-04
Alan,Piekacz,75672932880,1978-07-29
Konrad,Gasek,43822081912,1985-02-03
Maksymilian,Roda,89154258190,1986-11-07
Wiktor,Gonet,92669544521,1986-04-27
Wojciech,Zielke,19307451313,1982-08-10
Fryderyk,Przewłoka,27649410116,1992-03-18
Konrad,Grzeszkowiak,20675559684,1978-07-22
Anastazja,Strzoda,86543734742,1991-11-09
Krzysztof,Dybiec,68567644287,1997-12-08
Oskar,Waloszczyk,36193625773,1990-10-04
Maksymilian,Waloch,43133578423,1970-07-04
Konstanty,Wosiak,78539132586,1989-09-13
Łukasz,Matyjaszek,20604475968,1984-07-25
Dariusz,Sularz,55755391240,1981-08-18
Konstanty,Szaruga,79369079219,2003-12-22
Blanka,Siemion,74540916826,1984-06-23
Roksana,Pyś,49185458976,1973-05-31
Natan,Niechciał,66645417883,1988-05-28
Kalina,Czylok,11209906604,1971-01-27
Jan,Łusiak,96834719923,2002-10-29
Monika,Baś,13577554550,1994-03-31
Maurycy,Och,53721193857,1981-06-17
Julian,Opyrchał,53321427342,1978-10-27
Jerzy,Rduch,44577494140,1970-06-21
Nela,Kwapień,12885885131,1971-11-06
Konrad,Zapaśnik,39564734023,1999-11-13
Witold,Karczmarek,87410821020,1982-09-20
Adrianna,Świć,80357960389,1978-12-16
Róża,Gramza,63550692419,1978-09-19
Urszula,Andrearczyk,84085713348,1973-12-30
Jakub,Burzec,50959931376,1983-03-19
Ewa,Żuberek,29402785188,1975-06-10
Dawid,Turczyk,39284185454,1985-05-11
Sonia,Michalczak,92091479845,1981-01-23
Gaja,Buza,41534987126,1991-03-16
Bianka,Cetera,15945576777,1981-07-21
Ada,Labudda,28891935022,1976-06-17
Liwia,Makieła,81038297692,1999-11-20
Tymoteusz,Szczot,67312240073,1983-05-26
Kazimierz,Janduła,90599415187,1974-07-30
Apolonia,Gwara,74957996851,1988-12-11
Oliwier,Kempka,69354619338,1975-11-24
Kornel,Kacperczyk,18162771873,1995-08-20
Ernest,Wojtak,76915185532,1996-05-16
Aurelia,Sołtysek,19851342922,2000-05-31
Paweł,Szkoda,37328788034,1987-07-22
Kornel,Kala,35056987685,1972-09-11
Elżbieta,Franc,25377499781,1988-06-18
Inga,Januszewicz,57768242677,1998-01-17
Marika,Owsiak,60305040667,1997-07-16
Damian,Skutnik,61745022728,1983-01-11
Adrian,Kobos,24675766375,1996-04-17
Oskar,Osman,25106397048,1987-07-23
Cezary,Nastały,81639213361,1987-11-11
Artur,Słysz,17290604290,1991-04-21
Józef,Bulczak,66672518243,1981-10-29
Anastazja,Moryc,70195235171,1990-03-08
Witold,Klepka,30758718706,1996-03-01
Józef,Jarema,68692076434,1986-06-29
Dariusz,Majtyka,57543036435,1987-09-21
Jacek,Pruchnik,87661424541,1972-07-31
Józef,Łyś,50286461391,2001-05-16
Aurelia,Siewiera,66009716701,2003-05-09
Dariusz,Kwinta,58502939749,1996-03-30
Nikodem,Pyrkosz,38756568704,1999-09-18
Kornel,Żywica,72975766512,1998-02-22
Justyna,Stępka,33313010409,1991-07-08
Melania,Oleksiewicz,23277399742,1990-07-24
Sara,Lepa,74065274358,1984-10-21
Olgierd,Druszcz,81463831464,1997-09-12
Cyprian,Gleba,64192766712,1985-02-08
Dominik,Prochownik,12036260971,1982-09-16
Kornel,Mrózek,25660189281,1988-02-07
Piotr,Zbroja,94346840209,2000-10-15
Borys,Deryło,92384192135,1988-11-24
Nataniel,Aleksandrzak,56189043358,1991-04-07
Agnieszka,Megger,37239003467,2002-03-17
Ignacy,Drewnik,88669551404,1970-08-22
Michał,Gryta,34417022209,1991-09-27
Szymon,Buchalik,30140681894,1987-08-08
Adam,Grabias,29427939319,1977-11-30
Julita,Cukier,63968008606,1989-10-10
Kaja,Kierat,85814478753,1984-05-11
Kamila,Łosiak,78967032910,1988-08-06
Sandra,Flasza,11129477073,1977-09-25
Dominik,Mojsa,37966665302,2001-08-31
Natan,Szkoda,21943468875,1984-07-24
Patryk,Linkiewicz,29222154110,1986-11-28
Artur,Waszczyk,17798788976,1971-03-14
Tola,Kazior,38736389789,1977-08-20
Grzegorz,Bieniak,79455995926,1997-11-08
Marcin,Rzeźniczak,42217283788,2000-02-20
Konrad,Bałdys,93452038841,1997-11-08
Angelika,Minta,65254223229,1978-11-15
Błażej,Bzdęga,25896204938,1977-08-14
Kamil,Deptuch,24265275096,1980-01-30
Mateusz,Jędrys,85257198815,1978-10-07
Tymon,Tyczka,79804407029,1997-07-03
Aleks,Matraszek,52661082209,2000-07-18
Juliusz,Kazubek,55617073126,1998-07-26
Nataniel,Zys,36083197876,1996-03-09
Ignacy,Chodak,55363600373,1976-04-01
Roksana,Szyjka,92096886816,1972-06-28
Krystian,Wojtak,21238776180,1999-07-29
Marcelina,Ciołczyk,31005803253,1970-01-13
Adrian,Żelazo,22523148778,1984-01-31
Urszula,Pastuszko,40812092175,1980-05-09
Gustaw,Gendera,78112754883,1972-08-09
Rafał,Chaber,57944684687,1987-09-14
Gabriel,Mijas,82635063714,1986-01-26
Krzysztof,Pastor,60505829212,1995-02-09
Sonia,Gapys,66637506277,1996-09-14
Krystian,Pajda,24560175272,1984-09-02
Błażej,Smętek,66902853462,1978-05-26
Krystian,Olszowa,55992969668,1975-08-14
Iwo,Nowotnik,77328096759,1985-10-05
Maks,Miros,40591298084,1994-11-03
Wojciech,Masłoń,13452552174,1997-10-22
Mikołaj,Boguta,52570970980,1997-11-28
Radosław,Broniarek,20281220219,1976-09-22
Artur,Ufniarz,65011704605,1980-12-17
Krystian,Jasica,12501217609,1995-08-02
Róża,Kierepka,85568966290,1971-04-12
Norbert,Pytlarz,14636580972,1971-07-31
Dariusz,Szymajda,53131478395,1980-07-03
Angelika,Nikel,84664506541,1970-09-09
Hubert,Łukasz,30248779461,1992-04-21
Cezary,Więcławek,57368332741,1976-04-30
Filip,Kandziora,56497823594,1976-01-16
Natasza,Kus,40078642887,1987-01-22
Nela,Posłuszna,17194338420,1977-08-14
Olaf,Tekieli,95692695910,1980-01-03
Inga,Skalik,44833177701,1992-09-09
Witold,Stefankiewicz,34645849100,1973-06-10
Leonard,Pompa,84446317253,1983-01-08
Anna Maria,Oleksa,25651841814,1992-02-20
Stanisław,Rudyk,69176572546,1973-07-23
Witold,Swiątek,76014432514,1984-08-30
Sandra,Ciężka,41284251506,1972-03-04
Sylwia,Bryda,73700464657,1970-07-23
Adrian,Waszczyk,77171041325,1984-03-17
Krystyna,Mateńko,31747609386,1991-08-01
Dariusz,Szwaja,20847174833,1981-11-08
Rozalia,Dela,50060131770,1994-05-07
Maks,Sieg,12649341599,1988-10-12
Ewelina,Zbrożek,65063849235,1984-09-14
Oskar,Tondera,95196198916,1973-07-11
Aleks,Sadłocha,21022018973,1971-08-02
Wiktor,Roszkiewicz,31282424540,1994-01-11
